"Region","month","year","Value"
"Newfoundland and Labrador",1,2004,3.75776372251354
"Northwest Territories",1,2004,0.0215465974572893
"Nova Scotia",1,2004,0.995810853702829
"Nunavut",1,2004,0.0413266943411773
"Ontario",1,2004,5.36311164221091
"Prince Edward Island",1,2004,0.738638498674998
"Québec",1,2004,2.31296437344306
"Saskatchewan",1,2004,1.53743584400223
"Yukon",1,2004,0.201745321243154
"Alberta",2,2004,0.583064595176185
"British Columbia",2,2004,1.94712754308909
"Canada",2,2004,0.836271748200339
"Manitoba",2,2004,0.57089304886324
"New Brunswick",2,2004,0.636143548358426
"Newfoundland and Labrador",2,2004,1.69227272481462
"Northwest Territories",2,2004,0.264747692102989
"Nova Scotia",2,2004,2.1143630102662
"Nunavut",2,2004,0.00893821062068582
"Ontario",2,2004,0.414323172974258
"Prince Edward Island",2,2004,1.2718504313498
"Québec",2,2004,0.392607929552183
"Saskatchewan",2,2004,0.669972239586936
"Yukon",2,2004,0.298606635805271
"Alberta",3,2004,0.610078430683735
"British Columbia",3,2004,1.17830661999259
"Canada",3,2004,1.17654959973005
"Manitoba",3,2004,1.51665966658646
"New Brunswick",3,2004,1.0479131413241
"Newfoundland and Labrador",3,2004,2.32802584498104
"Northwest Territories",3,2004,0.20908743608535
"Nova Scotia",3,2004,2.70496596681267
"Nunavut",3,2004,0.0269469869669608
"Ontario",3,2004,1.14142907130462
"Prince Edward Island",3,2004,2.12153133384423
"Québec",3,2004,0.896589408359858
"Saskatchewan",3,2004,1.26240079046034
"Yukon",3,2004,0.117979233343643
"Alberta",4,2004,0.269423837701764
"British Columbia",4,2004,0.585523149758444
"Canada",4,2004,0.775750947053929
"Manitoba",4,2004,0.396976387924639
"New Brunswick",4,2004,1.93698138182484
"Newfoundland and Labrador",4,2004,1.70963150174929
"Northwest Territories",4,2004,0.231435741999518
"Nova Scotia",4,2004,3.09195669368858
"Nunavut",4,2004,0.29164926481856
"Ontario",4,2004,0.899376357824444
"Prince Edward Island",4,2004,2.01276520492733
"Québec",4,2004,0.986581576264
"Saskatchewan",4,2004,0.532221932925103
"Yukon",4,2004,0.467506952001694
"Alberta",5,2004,0.840816715272568
"British Columbia",5,2004,0.735627513209827
"Canada",5,2004,1.39101538756607
"Manitoba",5,2004,1.29290893401502
"New Brunswick",5,2004,1.83004245181881
"Newfoundland and Labrador",5,2004,1.86348582112806
"Northwest Territories",5,2004,0.394533467070196
"Nova Scotia",5,2004,2.31842449783276
"Nunavut",5,2004,0.34078102507776
"Ontario",5,2004,2.94451420589954
"Prince Edward Island",5,2004,2.41741574107752
"Québec",5,2004,1.41966712406803
"Saskatchewan",5,2004,1.24554017070985
"Yukon",5,2004,0.639137750210996
"Alberta",6,2004,1.39214909013523
"British Columbia",6,2004,1.44049837736508
"Canada",6,2004,1.57288040850758
